course_id,local,modality,date,total_leads
PBI,Centro 1,Hybrid,2025-08-11,32
PRO,Centro 1,In-person,2025-08-11,32
PYT,Centro 2,Hybrid,2025-08-11,32
SST,Centro 2,In-person,2025-08-11,30
ING,Centro 2,In-person,2025-08-11,29
SCI,Centro 5,In-person,2025-08-11,29
SOC,Centro 3,In-person,2025-08-11,29
CYB,Centro 2,Hybrid,2025-08-11,26
SCI,Centro 2,In-person,2025-08-11,26
PRI,Centro 5,In-person,2025-08-11,25
SCI,Centro 1,Hybrid,2025-08-11,24
PYT,Centro 1,Online,2025-08-11,23
SEG,Centro 5,Online,2025-08-11,22
SST,Centro 3,Online,2025-08-11,22
SST,Centro 4,In-person,2025-08-11,22
GES,Centro 4,Online,2025-08-11,21
LID,Centro 3,In-person,2025-08-11,21
PBI,Centro 4,Online,2025-08-11,21
HCP,Centro 4,In-person,2025-08-11,20
PYT,Centro 2,In-person,2025-08-11,20
VND,Centro 2,In-person,2025-08-11,20
FOR,Centro 2,Online,2025-08-11,19
HAC,Centro 5,In-person,2025-08-11,19
SEG,Centro 1,Hybrid,2025-08-11,19
VND,Centro 3,Online,2025-08-11,19
HAC,Centro 4,Hybrid,2025-08-11,18
PRO,Centro 2,Online,2025-08-11,18
SEG,Centro 5,In-person,2025-08-11,18
EXC,Centro 4,Online,2025-08-11,17
PRO,Centro 4,In-person,2025-08-11,17
HAC,Centro 4,In-person,2025-08-11,16
INF,Centro 3,Hybrid,2025-08-11,16
CYB,Centro 3,Hybrid,2025-08-11,15
PRI,Centro 1,In-person,2025-08-11,15
SOC,Centro 2,In-person,2025-08-11,15
TUR,Centro 1,Hybrid,2025-08-11,15
PRO,Centro 1,Online,2025-08-11,14
VND,Centro 5,In-person,2025-08-11,14
SOC,Centro 5,In-person,2025-08-11,13
CYB,Centro 1,Online,2025-08-11,12
EXC,Centro 3,Online,2025-08-11,12
HAC,Centro 5,Hybrid,2025-08-11,12
LOG,Centro 2,Hybrid,2025-08-11,12
LOG,Centro 4,In-person,2025-08-11,12
PBI,Centro 1,Online,2025-08-11,12
SEG,Centro 3,Online,2025-08-11,12
SEG,Centro 5,Hybrid,2025-08-11,12
FOR,Centro 3,Online,2025-08-11,11
HCP,Centro 5,In-person,2025-08-11,10
LID,Centro 4,Hybrid,2025-08-11,10
PRO,Centro 5,In-person,2025-08-11,9
SST,Centro 2,Hybrid,2025-08-11,9
GES,Centro 5,In-person,2025-08-11,8
LID,Centro 2,Hybrid,2025-08-11,8
FOR,Centro 4,In-person,2025-08-11,7
INF,Centro 2,Hybrid,2025-08-11,7
INF,Centro 1,In-person,2025-08-11,7
PRI,Centro 3,In-person,2025-08-11,7
SEG,Centro 2,Online,2025-08-11,7
SOC,Centro 1,Hybrid,2025-08-11,7
SOC,Centro 4,Hybrid,2025-08-11,7
PRI,Centro 4,In-person,2025-08-11,6
GER,Centro 3,Hybrid,2025-08-11,5
GER,Centro 3,In-person,2025-08-11,5
LID,Centro 3,Online,2025-08-11,5
LID,Centro 4,Online,2025-08-11,5
PRO,Centro 3,In-person,2025-08-11,5
PYT,Centro 4,Hybrid,2025-08-11,5
VND,Centro 3,Hybrid,2025-08-11,5
FOR,Centro 2,Hybrid,2025-08-11,4
HCP,Centro 2,Hybrid,2025-08-11,4
ING,Centro 3,In-person,2025-08-11,4
LID,Centro 1,In-person,2025-08-11,4
MNT,Centro 5,In-person,2025-08-11,4
PRO,Centro 4,Online,2025-08-11,4
PRO,Centro 5,Online,2025-08-11,4
PYT,Centro 4,In-person,2025-08-11,4
SEG,Centro 1,Online,2025-08-11,4
EMP,Centro 4,In-person,2025-08-11,3
GER,Centro 2,Hybrid,2025-08-11,3
SEG,Centro 3,In-person,2025-08-11,3
VND,Centro 4,In-person,2025-08-11,3
INF,Centro 4,Hybrid,2025-08-11,2
CYB,Centro 1,Online,2025-08-18,135
LOG,Centro 5,In-person,2025-08-18,128
PBI,Centro 2,Online,2025-08-18,121
CYB,Centro 2,Online,2025-08-18,102
PBI,Centro 3,Online,2025-08-18,100
SEG,Centro 2,Online,2025-08-18,99
GES,Centro 5,Online,2025-08-18,96
MNT,Centro 1,In-person,2025-08-18,96
PRO,Centro 4,Online,2025-08-18,92
SOC,Centro 3,Hybrid,2025-08-18,90
PYT,Centro 1,Hybrid,2025-08-18,86
SEG,Centro 5,In-person,2025-08-18,82
LOG,Centro 2,In-person,2025-08-18,79
PRO,Centro 3,Online,2025-08-18,74
SST,Centro 2,Hybrid,2025-08-18,73
EMP,Centro 2,In-person,2025-08-18,71
PRO,Centro 3,Hybrid,2025-08-18,71
MNT,Centro 3,In-person,2025-08-18,69
EMP,Centro 5,In-person,2025-08-18,68
PYT,Centro 2,Hybrid,2025-08-18,63
GES,Centro 2,In-person,2025-08-18,62
FOR,Centro 4,In-person,2025-08-18,60
MNT,Centro 4,In-person,2025-08-18,59
LOG,Centro 1,In-person,2025-08-18,57
PBI,Centro 1,Hybrid,2025-08-18,55
PRO,Centro 1,Online,2025-08-18,55
CYB,Centro 1,Hybrid,2025-08-18,54
CYB,Centro 3,In-person,2025-08-18,53
PRO,Centro 5,In-person,2025-08-18,51
SOC,Centro 3,In-person,2025-08-18,50
EXC,Centro 4,Online,2025-08-18,49
PRI,Centro 5,In-person,2025-08-18,47
SST,Centro 3,Hybrid,2025-08-18,47
GER,Centro 3,In-person,2025-08-18,44
ING,Centro 4,Hybrid,2025-08-18,44
PBI,Centro 5,Online,2025-08-18,43
PYT,Centro 3,Hybrid,2025-08-18,43
LOG,Centro 2,Hybrid,2025-08-18,42
PRI,Centro 1,In-person,2025-08-18,42
SOC,Centro 4,Hybrid,2025-08-18,42
FOR,Centro 3,Online,2025-08-18,41
SEG,Centro 2,In-person,2025-08-18,41
HAC,Centro 3,In-person,2025-08-18,39
HCP,Centro 1,Hybrid,2025-08-18,38
EMP,Centro 1,In-person,2025-08-18,37
INF,Centro 1,In-person,2025-08-18,37
SCI,Centro 1,In-person,2025-08-18,37
PYT,Centro 5,Online,2025-08-18,35
HOT,Centro 5,Hybrid,2025-08-18,32
SST,Centro 1,Hybrid,2025-08-18,32
VND,Centro 3,Hybrid,2025-08-18,32
EXC,Centro 3,Hybrid,2025-08-18,31
FOR,Centro 2,Online,2025-08-18,31
LID,Centro 2,Online,2025-08-18,31
FOR,Centro 4,Hybrid,2025-08-18,30
EXC,Centro 2,Hybrid,2025-08-18,28
ING,Centro 3,In-person,2025-08-18,28
LID,Centro 5,Online,2025-08-18,28
SST,Centro 1,In-person,2025-08-18,28
LID,Centro 3,In-person,2025-08-18,26
EXC,Centro 1,Online,2025-08-18,25
LID,Centro 3,Hybrid,2025-08-18,25
PBI,Centro 2,Hybrid,2025-08-18,25
LID,Centro 2,In-person,2025-08-18,24
PBI,Centro 2,In-person,2025-08-18,24
MNT,Centro 5,In-person,2025-08-18,23
ING,Centro 2,Online,2025-08-18,20
ING,Centro 3,Online,2025-08-18,19
PRO,Centro 5,Online,2025-08-18,19
PYT,Centro 1,In-person,2025-08-18,19
EXC,Centro 4,Hybrid,2025-08-18,18
CYB,Centro 4,Hybrid,2025-08-18,17
ING,Centro 1,Hybrid,2025-08-18,17
CYB,Centro 2,Hybrid,2025-08-18,16
EXC,Centro 3,Online,2025-08-18,16
SCI,Centro 5,In-person,2025-08-18,16
TUR,Centro 5,In-person,2025-08-18,16
GER,Centro 3,Hybrid,2025-08-18,15
PBI,Centro 4,Online,2025-08-18,15
EXC,Centro 1,Hybrid,2025-08-18,14
PBI,Centro 3,Hybrid,2025-08-18,14
SCI,Centro 3,In-person,2025-08-18,14
INF,Centro 5,In-person,2025-08-18,13
SCI,Centro 2,In-person,2025-08-18,13
EMP,Centro 3,In-person,2025-08-18,12
FOR,Centro 3,In-person,2025-08-18,12
GES,Centro 4,Hybrid,2025-08-18,12
HOT,Centro 3,Hybrid,2025-08-18,12
CYB,Centro 3,Hybrid,2025-08-18,11
GES,Centro 2,Hybrid,2025-08-18,11
PBI,Centro 4,Hybrid,2025-08-18,11
PRO,Centro 3,In-person,2025-08-18,11
GES,Centro 4,In-person,2025-08-18,10
HAC,Centro 5,Hybrid,2025-08-18,10
LOG,Centro 3,Hybrid,2025-08-18,10
SOC,Centro 5,In-person,2025-08-18,10
FOR,Centro 3,Hybrid,2025-08-18,9
HCP,Centro 3,In-person,2025-08-18,9
INF,Centro 3,Hybrid,2025-08-18,9
PRO,Centro 2,Online,2025-08-18,9
SOC,Centro 2,Hybrid,2025-08-18,9
HOT,Centro 5,In-person,2025-08-18,8
PRI,Centro 3,In-person,2025-08-18,8
SOC,Centro 1,In-person,2025-08-18,8
FOR,Centro 1,Online,2025-08-18,7
HAC,Centro 5,In-person,2025-08-18,7
INF,Centro 3,In-person,2025-08-18,7
PRO,Centro 1,Hybrid,2025-08-18,7
EXC,Centro 2,In-person,2025-08-18,6
HOT,Centro 4,In-person,2025-08-18,6
GER,Centro 5,Hybrid,2025-08-18,5
PRO,Centro 4,Hybrid,2025-08-18,5
GER,Centro 4,In-person,2025-08-18,4
SEG,Centro 3,In-person,2025-08-18,4
TUR,Centro 2,In-person,2025-08-18,4
EXC,Centro 5,Online,2025-08-18,3
EXC,Centro 1,In-person,2025-08-18,3
EXC,Centro 4,In-person,2025-08-18,3
GER,Centro 2,Hybrid,2025-08-18,3
GER,Centro 2,In-person,2025-08-18,3
HAC,Centro 2,Online,2025-08-18,3
HOT,Centro 2,In-person,2025-08-18,3
SEG,Centro 4,In-person,2025-08-18,3
VND,Centro 4,In-person,2025-08-18,3
EMP,Centro 1,In-person,2025-08-25,140
EXC,Centro 4,Hybrid,2025-08-25,124
PRO,Centro 5,Online,2025-08-25,123
PYT,Centro 3,Hybrid,2025-08-25,117
VND,Centro 4,Online,2025-08-25,110
PBI,Centro 2,Hybrid,2025-08-25,107
MNT,Centro 5,In-person,2025-08-25,104
GES,Centro 4,Hybrid,2025-08-25,100
FOR,Centro 4,Hybrid,2025-08-25,99
GES,Centro 4,Online,2025-08-25,95
ING,Centro 2,Online,2025-08-25,95
PBI,Centro 3,Hybrid,2025-08-25,94
CYB,Centro 2,Online,2025-08-25,92
EXC,Centro 2,Hybrid,2025-08-25,91
FOR,Centro 1,Hybrid,2025-08-25,90
GER,Centro 1,In-person,2025-08-25,89
PBI,Centro 2,In-person,2025-08-25,87
CYB,Centro 1,Online,2025-08-25,80
GER,Centro 3,In-person,2025-08-25,77
SOC,Centro 4,Hybrid,2025-08-25,75
LOG,Centro 5,In-person,2025-08-25,73
PRI,Centro 2,In-person,2025-08-25,73
LID,Centro 5,Online,2025-08-25,70
EXC,Centro 2,Online,2025-08-25,68
PRI,Centro 1,In-person,2025-08-25,65
VND,Centro 1,In-person,2025-08-25,65
ING,Centro 5,Hybrid,2025-08-25,63
SCI,Centro 1,Hybrid,2025-08-25,62
VND,Centro 2,In-person,2025-08-25,60
LOG,Centro 1,In-person,2025-08-25,58
GES,Centro 2,Hybrid,2025-08-25,57
SEG,Centro 2,Online,2025-08-25,57
VND,Centro 3,Hybrid,2025-08-25,56
GER,Centro 4,In-person,2025-08-25,55
PBI,Centro 4,Online,2025-08-25,55
HAC,Centro 1,In-person,2025-08-25,54
SEG,Centro 2,In-person,2025-08-25,54
SST,Centro 1,Hybrid,2025-08-25,53
PBI,Centro 2,Online,2025-08-25,51
PYT,Centro 2,Hybrid,2025-08-25,51
CYB,Centro 5,Online,2025-08-25,50
FOR,Centro 4,Online,2025-08-25,50
LID,Centro 3,In-person,2025-08-25,50
LOG,Centro 3,Hybrid,2025-08-25,50
PRO,Centro 2,Hybrid,2025-08-25,48
TUR,Centro 3,In-person,2025-08-25,47
PRI,Centro 2,Hybrid,2025-08-25,45
HAC,Centro 4,Hybrid,2025-08-25,44
LOG,Centro 2,In-person,2025-08-25,44
SOC,Centro 1,Hybrid,2025-08-25,44
CYB,Centro 2,Hybrid,2025-08-25,42
ING,Centro 1,Hybrid,2025-08-25,42
PRI,Centro 4,Hybrid,2025-08-25,42
EMP,Centro 2,In-person,2025-08-25,41
GER,Centro 5,In-person,2025-08-25,41
ING,Centro 4,Hybrid,2025-08-25,40
MNT,Centro 3,In-person,2025-08-25,40
CYB,Centro 5,In-person,2025-08-25,38
INF,Centro 1,In-person,2025-08-25,38
LID,Centro 1,Online,2025-08-25,38
SST,Centro 5,In-person,2025-08-25,38
VND,Centro 1,Hybrid,2025-08-25,38
HOT,Centro 5,Hybrid,2025-08-25,37
PRI,Centro 4,In-person,2025-08-25,36
MNT,Centro 4,In-person,2025-08-25,35
PRI,Centro 3,In-person,2025-08-25,35
SST,Centro 3,Hybrid,2025-08-25,35
VND,Centro 4,In-person,2025-08-25,35
LID,Centro 2,Online,2025-08-25,34
SOC,Centro 2,In-person,2025-08-25,34
HOT,Centro 5,In-person,2025-08-25,33
PRI,Centro 5,In-person,2025-08-25,33
LID,Centro 2,In-person,2025-08-25,32
PRI,Centro 3,Hybrid,2025-08-25,32
SOC,Centro 3,In-person,2025-08-25,32
INF,Centro 5,In-person,2025-08-25,31
LOG,Centro 3,In-person,2025-08-25,31
CYB,Centro 1,Hybrid,2025-08-25,30
HCP,Centro 1,In-person,2025-08-25,30
TUR,Centro 2,In-person,2025-08-25,30
FOR,Centro 5,Online,2025-08-25,29
HOT,Centro 2,Hybrid,2025-08-25,29
SCI,Centro 5,In-person,2025-08-25,29
PBI,Centro 1,Online,2025-08-25,27
CYB,Centro 3,Online,2025-08-25,26
VND,Centro 2,Online,2025-08-25,26
EMP,Centro 5,In-person,2025-08-25,25
ING,Centro 5,In-person,2025-08-25,25
PYT,Centro 4,In-person,2025-08-25,25
SCI,Centro 1,In-person,2025-08-25,25
EMP,Centro 3,In-person,2025-08-25,24
EXC,Centro 4,In-person,2025-08-25,23
SEG,Centro 5,In-person,2025-08-25,23
HOT,Centro 2,In-person,2025-08-25,22
PYT,Centro 1,Online,2025-08-25,22
TUR,Centro 3,Hybrid,2025-08-25,22
VND,Centro 5,Hybrid,2025-08-25,22
EXC,Centro 1,In-person,2025-08-25,21
TUR,Centro 5,Hybrid,2025-08-25,21
GER,Centro 3,Hybrid,2025-08-25,20
SCI,Centro 5,Hybrid,2025-08-25,20
LID,Centro 2,Hybrid,2025-08-25,19
GES,Centro 5,In-person,2025-08-25,18
HAC,Centro 1,Hybrid,2025-08-25,18
HAC,Centro 5,Hybrid,2025-08-25,18
SEG,Centro 3,Hybrid,2025-08-25,18
HOT,Centro 4,In-person,2025-08-25,17
ING,Centro 3,Online,2025-08-25,17
ING,Centro 3,In-person,2025-08-25,17
ING,Centro 4,Online,2025-08-25,15
PRO,Centro 3,In-person,2025-08-25,15
EXC,Centro 2,In-person,2025-08-25,14
HAC,Centro 5,Online,2025-08-25,14
LID,Centro 1,In-person,2025-08-25,14
HCP,Centro 5,In-person,2025-08-25,13
CYB,Centro 4,Hybrid,2025-08-25,12
LID,Centro 3,Hybrid,2025-08-25,12
PRI,Centro 5,Hybrid,2025-08-25,12
SCI,Centro 4,Hybrid,2025-08-25,12
SEG,Centro 4,In-person,2025-08-25,11
FOR,Centro 5,Hybrid,2025-08-25,10
HAC,Centro 4,Online,2025-08-25,10
LOG,Centro 1,Hybrid,2025-08-25,10
PBI,Centro 1,Hybrid,2025-08-25,10
PRO,Centro 4,Online,2025-08-25,10
PRO,Centro 4,In-person,2025-08-25,10
FOR,Centro 3,Hybrid,2025-08-25,9
PYT,Centro 5,Online,2025-08-25,9
VND,Centro 5,Online,2025-08-25,9
HAC,Centro 3,Hybrid,2025-08-25,8
PRO,Centro 1,In-person,2025-08-25,8
SOC,Centro 3,Hybrid,2025-08-25,8
GES,Centro 2,In-person,2025-08-25,7
HAC,Centro 5,In-person,2025-08-25,7
HOT,Centro 1,In-person,2025-08-25,7
PBI,Centro 5,In-person,2025-08-25,5
PRO,Centro 2,Online,2025-08-25,5
PRO,Centro 3,Online,2025-08-25,5
PRO,Centro 5,Hybrid,2025-08-25,5
FOR,Centro 4,In-person,2025-08-25,4
GES,Centro 5,Hybrid,2025-08-25,4
INF,Centro 2,In-person,2025-08-25,4
INF,Centro 3,In-person,2025-08-25,4
MNT,Centro 1,In-person,2025-08-25,4
PBI,Centro 4,In-person,2025-08-25,4
PRO,Centro 1,Hybrid,2025-08-25,4
PRO,Centro 5,In-person,2025-08-25,4
PYT,Centro 4,Hybrid,2025-08-25,4
SST,Centro 2,Online,2025-08-25,4
EXC,Centro 5,Online,2025-08-25,3
EXC,Centro 1,Hybrid,2025-08-25,3
GER,Centro 2,Hybrid,2025-08-25,3
HCP,Centro 3,In-person,2025-08-25,3
HCP,Centro 4,In-person,2025-08-25,3
INF,Centro 4,Hybrid,2025-08-25,3
PBI,Centro 4,Online,2025-09-01,129
SEG,Centro 1,Online,2025-09-01,115
GES,Centro 5,Online,2025-09-01,111
MNT,Centro 1,In-person,2025-09-01,111
PYT,Centro 5,Online,2025-09-01,108
LOG,Centro 1,In-person,2025-09-01,98
INF,Centro 3,Hybrid,2025-09-01,97
EXC,Centro 2,Hybrid,2025-09-01,93
EXC,Centro 1,Online,2025-09-01,87
PBI,Centro 3,Hybrid,2025-09-01,84
ING,Centro 1,Online,2025-09-01,83
LID,Centro 5,Online,2025-09-01,81
SEG,Centro 1,Hybrid,2025-09-01,80
LOG,Centro 2,Hybrid,2025-09-01,74
TUR,Centro 4,Hybrid,2025-09-01,74
GES,Centro 4,In-person,2025-09-01,72
LOG,Centro 5,In-person,2025-09-01,72
HAC,Centro 3,In-person,2025-09-01,71
EMP,Centro 3,In-person,2025-09-01,70
PBI,Centro 2,Online,2025-09-01,69
TUR,Centro 2,In-person,2025-09-01,69
LOG,Centro 1,Hybrid,2025-09-01,68
HOT,Centro 2,Hybrid,2025-09-01,67
ING,Centro 2,In-person,2025-09-01,66
PYT,Centro 4,Online,2025-09-01,65
SOC,Centro 1,In-person,2025-09-01,65
CYB,Centro 2,In-person,2025-09-01,63
SCI,Centro 2,In-person,2025-09-01,63
PRI,Centro 1,In-person,2025-09-01,62
INF,Centro 3,In-person,2025-09-01,61
LOG,Centro 3,In-person,2025-09-01,61
PBI,Centro 1,Hybrid,2025-09-01,59
FOR,Centro 3,Online,2025-09-01,57
MNT,Centro 4,In-person,2025-09-01,57
SST,Centro 3,Online,2025-09-01,57
HAC,Centro 2,Online,2025-09-01,56
HAC,Centro 4,Online,2025-09-01,56
PYT,Centro 2,Hybrid,2025-09-01,56
EXC,Centro 5,Online,2025-09-01,55
GER,Centro 5,Hybrid,2025-09-01,53
PBI,Centro 4,Hybrid,2025-09-01,52
SCI,Centro 4,In-person,2025-09-01,51
GER,Centro 4,In-person,2025-09-01,48
LID,Centro 2,In-person,2025-09-01,48
LOG,Centro 4,In-person,2025-09-01,48
PBI,Centro 3,Online,2025-09-01,48
PRI,Centro 2,Hybrid,2025-09-01,48
PRO,Centro 5,In-person,2025-09-01,47
PRO,Centro 3,Hybrid,2025-09-01,46
SCI,Centro 1,In-person,2025-09-01,45
LID,Centro 1,Online,2025-09-01,43
HAC,Centro 1,In-person,2025-09-01,41
HCP,Centro 3,In-person,2025-09-01,41
LOG,Centro 2,In-person,2025-09-01,41
SCI,Centro 1,Hybrid,2025-09-01,40
SEG,Centro 4,Online,2025-09-01,40
VND,Centro 5,Hybrid,2025-09-01,40
EXC,Centro 5,In-person,2025-09-01,39
HAC,Centro 5,Hybrid,2025-09-01,39
INF,Centro 5,In-person,2025-09-01,37
ING,Centro 4,Hybrid,2025-09-01,37
LOG,Centro 5,Hybrid,2025-09-01,36
SCI,Centro 3,Hybrid,2025-09-01,36
GES,Centro 4,Hybrid,2025-09-01,35
PBI,Centro 4,In-person,2025-09-01,35
PRO,Centro 5,Online,2025-09-01,35
SOC,Centro 3,Hybrid,2025-09-01,35
VND,Centro 3,Hybrid,2025-09-01,35
HOT,Centro 5,Hybrid,2025-09-01,34
SOC,Centro 4,Hybrid,2025-09-01,34
GES,Centro 4,Online,2025-09-01,33
TUR,Centro 1,In-person,2025-09-01,33
SST,Centro 4,Online,2025-09-01,32
SST,Centro 1,Hybrid,2025-09-01,31
PRI,Centro 5,In-person,2025-09-01,30
CYB,Centro 4,Online,2025-09-01,27
EXC,Centro 4,Online,2025-09-01,27
GER,Centro 1,In-person,2025-09-01,27
HAC,Centro 5,Online,2025-09-01,27
ING,Centro 3,Online,2025-09-01,27
PYT,Centro 1,Hybrid,2025-09-01,27
VND,Centro 5,Online,2025-09-01,27
CYB,Centro 2,Hybrid,2025-09-01,26
MNT,Centro 3,In-person,2025-09-01,26
EMP,Centro 5,In-person,2025-09-01,24
LID,Centro 5,Hybrid,2025-09-01,24
SOC,Centro 2,In-person,2025-09-01,24
VND,Centro 4,Online,2025-09-01,24
EXC,Centro 4,Hybrid,2025-09-01,23
EXC,Centro 2,In-person,2025-09-01,23
PRI,Centro 3,In-person,2025-09-01,23
FOR,Centro 1,Online,2025-09-01,22
HAC,Centro 4,In-person,2025-09-01,21
PBI,Centro 1,Online,2025-09-01,21
SEG,Centro 2,In-person,2025-09-01,21
HCP,Centro 1,Hybrid,2025-09-01,19
LOG,Centro 4,Hybrid,2025-09-01,19
ING,Centro 5,Hybrid,2025-09-01,18
FOR,Centro 2,Hybrid,2025-09-01,17
LID,Centro 3,Online,2025-09-01,17
PRO,Centro 4,Online,2025-09-01,17
VND,Centro 1,Hybrid,2025-09-01,16
CYB,Centro 1,Hybrid,2025-09-01,15
GES,Centro 5,In-person,2025-09-01,15
LID,Centro 1,Hybrid,2025-09-01,15
PRI,Centro 1,Hybrid,2025-09-01,15
HOT,Centro 2,In-person,2025-09-01,14
CYB,Centro 4,Hybrid,2025-09-01,13
GER,Centro 1,Hybrid,2025-09-01,13
GER,Centro 2,Hybrid,2025-09-01,13
GES,Centro 5,Hybrid,2025-09-01,13
ING,Centro 2,Online,2025-09-01,13
TUR,Centro 2,Hybrid,2025-09-01,13
VND,Centro 5,In-person,2025-09-01,13
FOR,Centro 5,Online,2025-09-01,12
HAC,Centro 5,In-person,2025-09-01,12
HCP,Centro 3,Hybrid,2025-09-01,12
PRO,Centro 5,Hybrid,2025-09-01,12
SEG,Centro 1,In-person,2025-09-01,12
TUR,Centro 4,In-person,2025-09-01,12
HAC,Centro 2,In-person,2025-09-01,11
VND,Centro 1,In-person,2025-09-01,11
PRO,Centro 2,Online,2025-09-01,10
HAC,Centro 3,Hybrid,2025-09-01,9
HOT,Centro 4,In-person,2025-09-01,9
INF,Centro 1,In-person,2025-09-01,9
LOG,Centro 3,Hybrid,2025-09-01,9
PYT,Centro 5,In-person,2025-09-01,9
CYB,Centro 5,Online,2025-09-01,8
GER,Centro 5,In-person,2025-09-01,8
PRO,Centro 1,Online,2025-09-01,8
PYT,Centro 3,Hybrid,2025-09-01,8
HCP,Centro 1,In-person,2025-09-01,7
HCP,Centro 4,In-person,2025-09-01,7
HOT,Centro 1,In-person,2025-09-01,6
PRI,Centro 4,In-person,2025-09-01,6
SST,Centro 3,Hybrid,2025-09-01,6
FOR,Centro 5,Hybrid,2025-09-01,5
FOR,Centro 3,In-person,2025-09-01,5
GES,Centro 2,In-person,2025-09-01,5
PRO,Centro 1,Hybrid,2025-09-01,5
SOC,Centro 3,In-person,2025-09-01,5
EMP,Centro 2,In-person,2025-09-01,4
EXC,Centro 1,Hybrid,2025-09-01,4
HOT,Centro 5,In-person,2025-09-01,4
PRO,Centro 2,Hybrid,2025-09-01,4
EXC,Centro 4,In-person,2025-09-01,3
INF,Centro 4,Hybrid,2025-09-01,3
SEG,Centro 3,Hybrid,2025-09-01,3
SEG,Centro 5,In-person,2025-09-01,3
SST,Centro 2,Hybrid,2025-09-01,3
TUR,Centro 1,Hybrid,2025-09-01,3
GER,Centro 2,In-person,2025-09-01,1
PBI,Centro 4,Online,2025-09-08,162
CYB,Centro 1,Online,2025-09-08,148
PBI,Centro 3,Hybrid,2025-09-08,142
LOG,Centro 3,In-person,2025-09-08,118
FOR,Centro 4,Hybrid,2025-09-08,113
SCI,Centro 3,Hybrid,2025-09-08,109
EXC,Centro 1,Online,2025-09-08,104
MNT,Centro 4,In-person,2025-09-08,100
SST,Centro 3,Hybrid,2025-09-08,100
CYB,Centro 2,Hybrid,2025-09-08,96
LOG,Centro 1,In-person,2025-09-08,90
PBI,Centro 2,Online,2025-09-08,87
CYB,Centro 4,Online,2025-09-08,86
CYB,Centro 4,Hybrid,2025-09-08,86
PYT,Centro 2,Online,2025-09-08,80
CYB,Centro 2,Online,2025-09-08,78
SEG,Centro 3,In-person,2025-09-08,77
SEG,Centro 5,Online,2025-09-08,75
GER,Centro 3,In-person,2025-09-08,74
HOT,Centro 5,In-person,2025-09-08,74
PYT,Centro 4,Online,2025-09-08,74
SCI,Centro 1,In-person,2025-09-08,74
EMP,Centro 1,In-person,2025-09-08,70
VND,Centro 2,Online,2025-09-08,70
ING,Centro 2,In-person,2025-09-08,68
CYB,Centro 3,In-person,2025-09-08,66
CYB,Centro 1,Hybrid,2025-09-08,65
SEG,Centro 3,Online,2025-09-08,61
PBI,Centro 2,Hybrid,2025-09-08,60
SEG,Centro 4,In-person,2025-09-08,60
SST,Centro 1,Online,2025-09-08,60
TUR,Centro 4,In-person,2025-09-08,60
SST,Centro 1,Hybrid,2025-09-08,58
LID,Centro 5,Hybrid,2025-09-08,57
SEG,Centro 1,Hybrid,2025-09-08,56
EMP,Centro 3,In-person,2025-09-08,55
GES,Centro 5,Hybrid,2025-09-08,55
LID,Centro 3,Hybrid,2025-09-08,55
EXC,Centro 3,Hybrid,2025-09-08,54
HOT,Centro 1,Hybrid,2025-09-08,54
HAC,Centro 5,In-person,2025-09-08,53
EMP,Centro 5,In-person,2025-09-08,51
PRI,Centro 3,In-person,2025-09-08,50
PYT,Centro 4,Hybrid,2025-09-08,50
EXC,Centro 2,Hybrid,2025-09-08,49
CYB,Centro 5,Online,2025-09-08,48
INF,Centro 5,In-person,2025-09-08,48
SEG,Centro 5,Hybrid,2025-09-08,48
HCP,Centro 3,In-person,2025-09-08,47
MNT,Centro 1,In-person,2025-09-08,47
SEG,Centro 1,Online,2025-09-08,47
GER,Centro 1,In-person,2025-09-08,46
PRI,Centro 4,Hybrid,2025-09-08,44
EXC,Centro 4,Hybrid,2025-09-08,42
EXC,Centro 1,In-person,2025-09-08,41
PRI,Centro 1,In-person,2025-09-08,40
HAC,Centro 5,Hybrid,2025-09-08,39
EMP,Centro 2,In-person,2025-09-08,37
PRI,Centro 5,Hybrid,2025-09-08,36
LID,Centro 2,Hybrid,2025-09-08,35
EXC,Centro 1,Hybrid,2025-09-08,33
HAC,Centro 1,In-person,2025-09-08,32
LID,Centro 5,In-person,2025-09-08,31
GES,Centro 4,Online,2025-09-08,30
LOG,Centro 5,In-person,2025-09-08,30
SOC,Centro 3,In-person,2025-09-08,28
FOR,Centro 2,Online,2025-09-08,27
HAC,Centro 4,In-person,2025-09-08,27
LID,Centro 3,In-person,2025-09-08,27
LOG,Centro 2,In-person,2025-09-08,27
LID,Centro 2,In-person,2025-09-08,26
VND,Centro 3,Hybrid,2025-09-08,26
HAC,Centro 4,Online,2025-09-08,25
PRI,Centro 5,In-person,2025-09-08,25
SST,Centro 4,In-person,2025-09-08,25
SOC,Centro 2,Hybrid,2025-09-08,24
EXC,Centro 2,Online,2025-09-08,23
PRO,Centro 5,In-person,2025-09-08,23
SCI,Centro 5,In-person,2025-09-08,23
EXC,Centro 5,Online,2025-09-08,22
LOG,Centro 4,In-person,2025-09-08,22
PBI,Centro 2,In-person,2025-09-08,22
GER,Centro 4,In-person,2025-09-08,21
INF,Centro 3,In-person,2025-09-08,21
LOG,Centro 4,Hybrid,2025-09-08,21
PRO,Centro 4,Hybrid,2025-09-08,20
SCI,Centro 2,In-person,2025-09-08,20
