course_id,local,modality,date,total_sales
SST,Centro 4,In-person,2024-10-21,6
CYB,Centro 1,Hybrid,2024-10-21,5
ING,Centro 4,Hybrid,2024-10-21,5
PYT,Centro 1,Online,2024-10-21,5
PYT,Centro 3,In-person,2024-10-21,5
SEG,Centro 1,Online,2024-10-21,5
TUR,Centro 4,In-person,2024-10-21,5
EXC,Centro 2,Hybrid,2024-10-21,4
FOR,Centro 1,In-person,2024-10-21,4
GES,Centro 5,In-person,2024-10-21,4
MNT,Centro 4,In-person,2024-10-21,4
TUR,Centro 3,In-person,2024-10-21,4
VND,Centro 1,Hybrid,2024-10-21,4
FOR,Centro 5,Online,2024-10-21,3
GER,Centro 1,Hybrid,2024-10-21,3
PRI,Centro 5,In-person,2024-10-21,3
SST,Centro 1,In-person,2024-10-21,3
VND,Centro 4,Online,2024-10-21,3
FOR,Centro 3,Hybrid,2024-10-21,2
GER,Centro 1,In-person,2024-10-21,2
GER,Centro 2,In-person,2024-10-21,2
HAC,Centro 5,In-person,2024-10-21,2
HCP,Centro 4,In-person,2024-10-21,2
ING,Centro 3,Online,2024-10-21,2
LOG,Centro 5,In-person,2024-10-21,2
PBI,Centro 1,In-person,2024-10-21,2
SCI,Centro 4,In-person,2024-10-21,2
SEG,Centro 4,In-person,2024-10-21,2
SST,Centro 2,In-person,2024-10-21,2
VND,Centro 2,Hybrid,2024-10-21,2
EXC,Centro 2,In-person,2024-10-21,1
EXC,Centro 3,Online,2024-10-21,1
EXC,Centro 3,Hybrid,2024-10-21,1
EXC,Centro 5,In-person,2024-10-21,1
FOR,Centro 1,Online,2024-10-21,1
HAC,Centro 1,Online,2024-10-21,1
HAC,Centro 2,In-person,2024-10-21,1
HAC,Centro 3,In-person,2024-10-21,1
HCP,Centro 3,Hybrid,2024-10-21,1
HOT,Centro 2,Hybrid,2024-10-21,1
LOG,Centro 5,Hybrid,2024-10-21,1
PBI,Centro 2,In-person,2024-10-21,1
PBI,Centro 3,Hybrid,2024-10-21,1
PRO,Centro 2,Online,2024-10-21,1
PRO,Centro 4,Online,2024-10-21,1
SEG,Centro 3,Hybrid,2024-10-21,1
SEG,Centro 5,Online,2024-10-21,1
SST,Centro 1,Hybrid,2024-10-21,1
TUR,Centro 5,Hybrid,2024-10-21,1
ING,Centro 4,Hybrid,2024-10-28,49
CYB,Centro 3,Online,2024-10-28,43
PBI,Centro 4,Online,2024-10-28,37
GES,Centro 4,Hybrid,2024-10-28,36
SST,Centro 3,In-person,2024-10-28,33
ING,Centro 1,Online,2024-10-28,29
ING,Centro 4,Online,2024-10-28,29
EMP,Centro 2,In-person,2024-10-28,28
CYB,Centro 1,Online,2024-10-28,23
HCP,Centro 1,In-person,2024-10-28,22
MNT,Centro 1,In-person,2024-10-28,21
PBI,Centro 2,In-person,2024-10-28,21
EXC,Centro 3,Online,2024-10-28,20
LID,Centro 5,Hybrid,2024-10-28,20
TUR,Centro 5,Hybrid,2024-10-28,20
SEG,Centro 4,In-person,2024-10-28,19
HAC,Centro 5,In-person,2024-10-28,18
GES,Centro 1,Online,2024-10-28,17
MNT,Centro 3,In-person,2024-10-28,17
PYT,Centro 1,In-person,2024-10-28,17
SCI,Centro 3,Hybrid,2024-10-28,16
GER,Centro 3,In-person,2024-10-28,15
LID,Centro 5,Online,2024-10-28,15
TUR,Centro 3,In-person,2024-10-28,15
VND,Centro 5,In-person,2024-10-28,15
EXC,Centro 5,In-person,2024-10-28,14
HCP,Centro 4,Hybrid,2024-10-28,14
SOC,Centro 3,Hybrid,2024-10-28,14
SST,Centro 1,Hybrid,2024-10-28,13
LID,Centro 2,In-person,2024-10-28,12
LOG,Centro 2,In-person,2024-10-28,12
SEG,Centro 1,In-person,2024-10-28,12
EMP,Centro 4,In-person,2024-10-28,11
SST,Centro 1,In-person,2024-10-28,11
SST,Centro 2,In-person,2024-10-28,11
VND,Centro 4,Online,2024-10-28,11
GES,Centro 4,In-person,2024-10-28,10
PBI,Centro 2,Online,2024-10-28,10
SEG,Centro 5,Hybrid,2024-10-28,10
SEG,Centro 5,In-person,2024-10-28,10
EMP,Centro 3,In-person,2024-10-28,9
EMP,Centro 5,In-person,2024-10-28,9
PRO,Centro 5,Online,2024-10-28,9
SST,Centro 4,Online,2024-10-28,9
VND,Centro 1,Hybrid,2024-10-28,9
VND,Centro 3,In-person,2024-10-28,9
CYB,Centro 4,Online,2024-10-28,8
GES,Centro 4,Online,2024-10-28,8
HAC,Centro 1,Online,2024-10-28,8
ING,Centro 3,Hybrid,2024-10-28,8
PRI,Centro 3,In-person,2024-10-28,8
SST,Centro 3,Hybrid,2024-10-28,8
TUR,Centro 4,In-person,2024-10-28,8
HAC,Centro 1,Hybrid,2024-10-28,7
LOG,Centro 5,Hybrid,2024-10-28,7
PBI,Centro 3,Hybrid,2024-10-28,7
PBI,Centro 5,In-person,2024-10-28,7
SEG,Centro 3,In-person,2024-10-28,7
TUR,Centro 3,Hybrid,2024-10-28,7
CYB,Centro 1,Hybrid,2024-10-28,6
CYB,Centro 3,In-person,2024-10-28,6
EXC,Centro 2,Hybrid,2024-10-28,6
EXC,Centro 4,In-person,2024-10-28,6
HOT,Centro 1,In-person,2024-10-28,6
INF,Centro 5,In-person,2024-10-28,6
LOG,Centro 1,In-person,2024-10-28,6
CYB,Centro 4,Hybrid,2024-10-28,5
INF,Centro 3,In-person,2024-10-28,5
PYT,Centro 1,Hybrid,2024-10-28,5
TUR,Centro 2,In-person,2024-10-28,5
HCP,Centro 5,In-person,2024-10-28,4
HOT,Centro 5,In-person,2024-10-28,4
LID,Centro 1,In-person,2024-10-28,4
MNT,Centro 4,In-person,2024-10-28,4
PBI,Centro 2,Hybrid,2024-10-28,4
PRI,Centro 2,In-person,2024-10-28,4
SOC,Centro 3,In-person,2024-10-28,4
TUR,Centro 5,In-person,2024-10-28,4
VND,Centro 3,Hybrid,2024-10-28,4
FOR,Centro 1,Online,2024-10-28,3
INF,Centro 3,Hybrid,2024-10-28,3
INF,Centro 4,In-person,2024-10-28,3
LID,Centro 4,In-person,2024-10-28,3
LOG,Centro 5,In-person,2024-10-28,3
MNT,Centro 5,In-person,2024-10-28,3
PRO,Centro 5,In-person,2024-10-28,3
PYT,Centro 4,Hybrid,2024-10-28,3
SST,Centro 4,In-person,2024-10-28,3
CYB,Centro 2,Hybrid,2024-10-28,2
CYB,Centro 4,In-person,2024-10-28,2
EXC,Centro 2,Online,2024-10-28,2
FOR,Centro 3,In-person,2024-10-28,2
GES,Centro 5,Online,2024-10-28,2
HAC,Centro 3,In-person,2024-10-28,2
HOT,Centro 2,Hybrid,2024-10-28,2
LOG,Centro 1,Hybrid,2024-10-28,2
LOG,Centro 3,Hybrid,2024-10-28,2
PBI,Centro 4,Hybrid,2024-10-28,2
PRO,Centro 4,Online,2024-10-28,2
PYT,Centro 2,Online,2024-10-28,2
PYT,Centro 2,Hybrid,2024-10-28,2
PYT,Centro 3,In-person,2024-10-28,2
SEG,Centro 1,Online,2024-10-28,2
SOC,Centro 4,In-person,2024-10-28,2
SOC,Centro 5,Hybrid,2024-10-28,2
SOC,Centro 5,In-person,2024-10-28,2
EXC,Centro 3,Hybrid,2024-10-28,1
FOR,Centro 2,In-person,2024-10-28,1
GES,Centro 2,Online,2024-10-28,1
HAC,Centro 2,In-person,2024-10-28,1
HCP,Centro 3,Hybrid,2024-10-28,1
HCP,Centro 3,In-person,2024-10-28,1
INF,Centro 4,Hybrid,2024-10-28,1
LOG,Centro 3,In-person,2024-10-28,1
PBI,Centro 4,In-person,2024-10-28,1
PRI,Centro 5,In-person,2024-10-28,1
PRO,Centro 4,In-person,2024-10-28,1
SCI,Centro 2,In-person,2024-10-28,1
SEG,Centro 2,Hybrid,2024-10-28,1
SEG,Centro 4,Hybrid,2024-10-28,1
HOT,Centro 1,In-person,2024-11-04,34
GER,Centro 1,Hybrid,2024-11-04,25
LID,Centro 3,In-person,2024-11-04,25
EXC,Centro 2,Online,2024-11-04,24
HAC,Centro 5,Hybrid,2024-11-04,23
SST,Centro 4,Hybrid,2024-11-04,23
SEG,Centro 2,In-person,2024-11-04,22
SCI,Centro 1,In-person,2024-11-04,21
HAC,Centro 2,In-person,2024-11-04,20
EMP,Centro 2,In-person,2024-11-04,19
ING,Centro 3,Hybrid,2024-11-04,19
PYT,Centro 3,Online,2024-11-04,19
SOC,Centro 4,Hybrid,2024-11-04,19
EMP,Centro 5,In-person,2024-11-04,18
SCI,Centro 2,In-person,2024-11-04,18
GER,Centro 3,In-person,2024-11-04,17
GES,Centro 3,Online,2024-11-04,17
SEG,Centro 3,In-person,2024-11-04,16
MNT,Centro 5,In-person,2024-11-04,15
PRO,Centro 2,Online,2024-11-04,15
CYB,Centro 4,Hybrid,2024-11-04,14
EXC,Centro 5,Hybrid,2024-11-04,14
FOR,Centro 1,In-person,2024-11-04,14
LID,Centro 4,In-person,2024-11-04,14
PRI,Centro 2,Hybrid,2024-11-04,14
VND,Centro 4,Online,2024-11-04,14
EXC,Centro 4,In-person,2024-11-04,13
HAC,Centro 2,Online,2024-11-04,13
VND,Centro 5,In-person,2024-11-04,13
EMP,Centro 3,In-person,2024-11-04,12
EXC,Centro 2,In-person,2024-11-04,12
HOT,Centro 5,In-person,2024-11-04,12
PBI,Centro 4,Hybrid,2024-11-04,12
PYT,Centro 3,In-person,2024-11-04,12
SST,Centro 5,In-person,2024-11-04,12
LOG,Centro 3,In-person,2024-11-04,11
PRI,Centro 5,In-person,2024-11-04,11
TUR,Centro 2,In-person,2024-11-04,11
FOR,Centro 4,Hybrid,2024-11-04,10
HCP,Centro 4,Hybrid,2024-11-04,10
PBI,Centro 1,In-person,2024-11-04,10
EXC,Centro 1,In-person,2024-11-04,9
SEG,Centro 5,Online,2024-11-04,9
EXC,Centro 1,Online,2024-11-04,8
FOR,Centro 3,Hybrid,2024-11-04,8
INF,Centro 5,In-person,2024-11-04,8
LID,Centro 1,In-person,2024-11-04,8
LOG,Centro 4,In-person,2024-11-04,8
PYT,Centro 2,In-person,2024-11-04,8
LID,Centro 4,Online,2024-11-04,7
MNT,Centro 1,In-person,2024-11-04,7
PBI,Centro 5,Hybrid,2024-11-04,7
PRI,Centro 3,Hybrid,2024-11-04,7
PRO,Centro 1,Hybrid,2024-11-04,7
SST,Centro 2,In-person,2024-11-04,7
EMP,Centro 4,In-person,2024-11-04,6
LID,Centro 1,Online,2024-11-04,6
LID,Centro 4,Hybrid,2024-11-04,6
LOG,Centro 2,In-person,2024-11-04,6
VND,Centro 3,In-person,2024-11-04,6
SST,Centro 1,Online,2024-11-04,5
EXC,Centro 2,Hybrid,2024-11-04,4
FOR,Centro 4,In-person,2024-11-04,4
GES,Centro 4,Online,2024-11-04,4
HCP,Centro 3,In-person,2024-11-04,4
MNT,Centro 3,In-person,2024-11-04,4
PBI,Centro 2,In-person,2024-11-04,4
PRO,Centro 1,Online,2024-11-04,4
SCI,Centro 1,Hybrid,2024-11-04,4
SCI,Centro 4,In-person,2024-11-04,4
GES,Centro 5,Online,2024-11-04,3
HOT,Centro 3,Hybrid,2024-11-04,3
MNT,Centro 4,In-person,2024-11-04,3
PRO,Centro 2,Hybrid,2024-11-04,3
SST,Centro 1,In-person,2024-11-04,3
TUR,Centro 5,Hybrid,2024-11-04,3
TUR,Centro 5,In-person,2024-11-04,3
CYB,Centro 1,Hybrid,2024-11-04,2
HAC,Centro 1,Hybrid,2024-11-04,2
HAC,Centro 3,In-person,2024-11-04,2
ING,Centro 4,Online,2024-11-04,2
LOG,Centro 1,In-person,2024-11-04,2
PBI,Centro 3,Online,2024-11-04,2
SEG,Centro 4,In-person,2024-11-04,2
SEG,Centro 5,In-person,2024-11-04,2
SST,Centro 4,In-person,2024-11-04,2
VND,Centro 1,In-person,2024-11-04,2
CYB,Centro 3,Online,2024-11-04,1
CYB,Centro 5,Online,2024-11-04,1
FOR,Centro 1,Online,2024-11-04,1
GER,Centro 5,Hybrid,2024-11-04,1
GES,Centro 4,Hybrid,2024-11-04,1
HOT,Centro 3,In-person,2024-11-04,1
INF,Centro 3,In-person,2024-11-04,1
INF,Centro 4,In-person,2024-11-04,1
ING,Centro 4,Hybrid,2024-11-04,1
PBI,Centro 4,In-person,2024-11-04,1
PRI,Centro 3,In-person,2024-11-04,1
PRO,Centro 4,Online,2024-11-04,1
SCI,Centro 3,Hybrid,2024-11-04,1
SEG,Centro 5,Hybrid,2024-11-04,1
SOC,Centro 5,In-person,2024-11-04,1
SST,Centro 4,Online,2024-11-04,1
VND,Centro 5,In-person,2024-11-11,41
HAC,Centro 2,Online,2024-11-11,26
GES,Centro 5,Online,2024-11-11,24
ING,Centro 1,Online,2024-11-11,24
PYT,Centro 4,Hybrid,2024-11-11,24
SST,Centro 4,In-person,2024-11-11,22
TUR,Centro 5,In-person,2024-11-11,22
SST,Centro 4,Online,2024-11-11,21
CYB,Centro 4,Hybrid,2024-11-11,20
SEG,Centro 5,In-person,2024-11-11,18
GER,Centro 3,In-person,2024-11-11,17
INF,Centro 3,In-person,2024-11-11,17
SEG,Centro 1,In-person,2024-11-11,17
GES,Centro 1,In-person,2024-11-11,16
ING,Centro 1,Hybrid,2024-11-11,16
PBI,Centro 2,In-person,2024-11-11,16
ING,Centro 3,Hybrid,2024-11-11,15
PYT,Centro 1,Hybrid,2024-11-11,15
SEG,Centro 3,In-person,2024-11-11,15
SST,Centro 5,In-person,2024-11-11,15
HAC,Centro 1,Hybrid,2024-11-11,14
PRI,Centro 5,In-person,2024-11-11,14
TUR,Centro 5,Hybrid,2024-11-11,14
HAC,Centro 4,Hybrid,2024-11-11,13
LID,Centro 4,Hybrid,2024-11-11,13
MNT,Centro 4,In-person,2024-11-11,13
PBI,Centro 1,Hybrid,2024-11-11,13
PRO,Centro 3,In-person,2024-11-11,13
SOC,Centro 2,Hybrid,2024-11-11,13
SST,Centro 1,Online,2024-11-11,13
CYB,Centro 3,In-person,2024-11-11,12
GER,Centro 4,In-person,2024-11-11,12
HOT,Centro 2,Hybrid,2024-11-11,12
PRO,Centro 1,Hybrid,2024-11-11,12
EXC,Centro 1,Hybrid,2024-11-11,11
PYT,Centro 5,Hybrid,2024-11-11,11
LOG,Centro 3,In-person,2024-11-11,10
PRI,Centro 4,Hybrid,2024-11-11,10
HCP,Centro 3,In-person,2024-11-11,9
LOG,Centro 1,Hybrid,2024-11-11,9
LOG,Centro 1,In-person,2024-11-11,9
PYT,Centro 2,Hybrid,2024-11-11,9
SEG,Centro 5,Hybrid,2024-11-11,9
GES,Centro 3,Online,2024-11-11,8
HAC,Centro 3,Hybrid,2024-11-11,8
ING,Centro 5,In-person,2024-11-11,8
SEG,Centro 4,Hybrid,2024-11-11,8
SOC,Centro 3,In-person,2024-11-11,8
SST,Centro 1,In-person,2024-11-11,8
EMP,Centro 4,In-person,2024-11-11,7
EXC,Centro 2,Online,2024-11-11,7
FOR,Centro 4,Hybrid,2024-11-11,7
INF,Centro 2,In-person,2024-11-11,7
PRI,Centro 1,Hybrid,2024-11-11,7
EMP,Centro 3,In-person,2024-11-11,6
EXC,Centro 3,In-person,2024-11-11,6
MNT,Centro 1,In-person,2024-11-11,6
PBI,Centro 3,Hybrid,2024-11-11,6
PRI,Centro 3,In-person,2024-11-11,6
PRO,Centro 2,Hybrid,2024-11-11,6
SEG,Centro 1,Online,2024-11-11,6
CYB,Centro 4,Online,2024-11-11,5
ING,Centro 4,Hybrid,2024-11-11,5
PBI,Centro 5,Hybrid,2024-11-11,5
CYB,Centro 2,In-person,2024-11-11,4
EXC,Centro 3,Online,2024-11-11,4
GER,Centro 5,Hybrid,2024-11-11,4
ING,Centro 2,Online,2024-11-11,4
LID,Centro 1,Online,2024-11-11,4
MNT,Centro 3,In-person,2024-11-11,4
VND,Centro 1,In-person,2024-11-11,4
EMP,Centro 5,In-person,2024-11-11,3
HCP,Centro 4,In-person,2024-11-11,3
ING,Centro 5,Online,2024-11-11,3
LID,Centro 4,In-person,2024-11-11,3
PBI,Centro 4,Online,2024-11-11,3
SEG,Centro 3,Hybrid,2024-11-11,3
EXC,Centro 3,Hybrid,2024-11-11,2
FOR,Centro 3,Hybrid,2024-11-11,2
GER,Centro 3,Hybrid,2024-11-11,2
HAC,Centro 1,In-person,2024-11-11,2
HAC,Centro 3,In-person,2024-11-11,2
LOG,Centro 4,In-person,2024-11-11,2
LOG,Centro 5,In-person,2024-11-11,2
PYT,Centro 2,In-person,2024-11-11,2
SCI,Centro 1,In-person,2024-11-11,2
CYB,Centro 2,Hybrid,2024-11-11,1
EXC,Centro 5,In-person,2024-11-11,1
FOR,Centro 1,Online,2024-11-11,1
GES,Centro 4,Hybrid,2024-11-11,1
INF,Centro 4,Hybrid,2024-11-11,1
INF,Centro 4,In-person,2024-11-11,1
ING,Centro 4,Online,2024-11-11,1
LID,Centro 5,Online,2024-11-11,1
MNT,Centro 5,In-person,2024-11-11,1
PBI,Centro 3,Online,2024-11-11,1
PRI,Centro 2,In-person,2024-11-11,1
PRO,Centro 4,Online,2024-11-11,1
SEG,Centro 2,Hybrid,2024-11-11,1
TUR,Centro 2,In-person,2024-11-11,1
VND,Centro 5,In-person,2024-11-18,33
LOG,Centro 3,Hybrid,2024-11-18,27
PBI,Centro 5,Online,2024-11-18,26
CYB,Centro 5,Hybrid,2024-11-18,25
VND,Centro 2,Hybrid,2024-11-18,24
EMP,Centro 3,In-person,2024-11-18,23
HAC,Centro 5,Online,2024-11-18,23
LOG,Centro 1,In-person,2024-11-18,23
HCP,Centro 3,In-person,2024-11-18,20
PRI,Centro 3,In-person,2024-11-18,20
CYB,Centro 4,Hybrid,2024-11-18,18
EXC,Centro 3,Online,2024-11-18,18
PRI,Centro 5,In-person,2024-11-18,18
CYB,Centro 3,Hybrid,2024-11-18,17
PBI,Centro 1,Online,2024-11-18,17
GER,Centro 5,Hybrid,2024-11-18,16
HOT,Centro 2,Hybrid,2024-11-18,16
LID,Centro 1,Online,2024-11-18,16
EXC,Centro 4,Online,2024-11-18,15
LOG,Centro 4,In-person,2024-11-18,15
HOT,Centro 3,Hybrid,2024-11-18,14
TUR,Centro 5,In-person,2024-11-18,14
HAC,Centro 1,Online,2024-11-18,13
HAC,Centro 1,In-person,2024-11-18,13
FOR,Centro 3,Hybrid,2024-11-18,12
HCP,Centro 3,Hybrid,2024-11-18,12
SCI,Centro 1,In-person,2024-11-18,12
SST,Centro 1,In-person,2024-11-18,12
PRI,Centro 1,In-person,2024-11-18,11
SST,Centro 5,Online,2024-11-18,11
VND,Centro 1,In-person,2024-11-18,11
FOR,Centro 5,In-person,2024-11-18,10
HCP,Centro 4,In-person,2024-11-18,8
SOC,Centro 3,In-person,2024-11-18,8
SST,Centro 5,In-person,2024-11-18,8
LOG,Centro 3,In-person,2024-11-18,7
MNT,Centro 1,In-person,2024-11-18,7
TUR,Centro 2,In-person,2024-11-18,7
CYB,Centro 3,Online,2024-11-18,6
EXC,Centro 1,Hybrid,2024-11-18,6
HOT,Centro 5,In-person,2024-11-18,6
LID,Centro 1,In-person,2024-11-18,6
PYT,Centro 4,Online,2024-11-18,6
PYT,Centro 5,Hybrid,2024-11-18,6
SCI,Centro 2,In-person,2024-11-18,6
CYB,Centro 2,In-person,2024-11-18,5
EXC,Centro 4,In-person,2024-11-18,5
SCI,Centro 3,Hybrid,2024-11-18,5
SST,Centro 5,Hybrid,2024-11-18,5
CYB,Centro 1,Hybrid,2024-11-18,4
FOR,Centro 3,In-person,2024-11-18,4
INF,Centro 4,In-person,2024-11-18,4
LID,Centro 4,Hybrid,2024-11-18,4
PBI,Centro 3,Online,2024-11-18,4
PYT,Centro 2,Online,2024-11-18,4
SEG,Centro 1,Online,2024-11-18,4
GER,Centro 1,In-person,2024-11-18,3
GER,Centro 3,In-person,2024-11-18,3
HAC,Centro 3,In-person,2024-11-18,3
MNT,Centro 4,In-person,2024-11-18,3
SST,Centro 3,In-person,2024-11-18,3
SST,Centro 4,Hybrid,2024-11-18,3
CYB,Centro 2,Hybrid,2024-11-18,2
EMP,Centro 2,In-person,2024-11-18,2
EXC,Centro 5,In-person,2024-11-18,2
HAC,Centro 5,Hybrid,2024-11-18,2
INF,Centro 3,In-person,2024-11-18,2
ING,Centro 4,In-person,2024-11-18,2
ING,Centro 5,In-person,2024-11-18,2
LID,Centro 4,In-person,2024-11-18,2
PRI,Centro 1,Hybrid,2024-11-18,2
PRI,Centro 2,In-person,2024-11-18,2
SEG,Centro 3,Hybrid,2024-11-18,2
VND,Centro 5,Online,2024-11-18,2
EXC,Centro 2,In-person,2024-11-18,1
EXC,Centro 5,Hybrid,2024-11-18,1
GER,Centro 2,In-person,2024-11-18,1
HAC,Centro 2,Online,2024-11-18,1
ING,Centro 4,Online,2024-11-18,1
ING,Centro 4,Hybrid,2024-11-18,1
LOG,Centro 1,Hybrid,2024-11-18,1
MNT,Centro 3,In-person,2024-11-18,1
PBI,Centro 4,Hybrid,2024-11-18,1
PRO,Centro 4,In-person,2024-11-18,1
SEG,Centro 1,In-person,2024-11-18,1
SEG,Centro 5,In-person,2024-11-18,1
SST,Centro 4,Online,2024-11-18,1
TUR,Centro 4,In-person,2024-11-18,1
TUR,Centro 2,In-person,2024-11-25,36
ING,Centro 2,Hybrid,2024-11-25,27
INF,Centro 4,In-person,2024-11-25,24
EMP,Centro 3,In-person,2024-11-25,23
LID,Centro 4,Hybrid,2024-11-25,22
PRI,Centro 1,Hybrid,2024-11-25,21
CYB,Centro 4,Online,2024-11-25,20
LID,Centro 3,Hybrid,2024-11-25,20
GER,Centro 2,In-person,2024-11-25,19
SST,Centro 4,Hybrid,2024-11-25,19
HCP,Centro 5,Hybrid,2024-11-25,18
ING,Centro 3,Hybrid,2024-11-25,18
SCI,Centro 3,Hybrid,2024-11-25,17
SST,Centro 5,Online,2024-11-25,17
HOT,Centro 1,Hybrid,2024-11-25,16
PBI,Centro 3,Online,2024-11-25,16
GES,Centro 2,Online,2024-11-25,15
LID,Centro 4,In-person,2024-11-25,15
PBI,Centro 2,Online,2024-11-25,15
SEG,Centro 1,In-person,2024-11-25,15
TUR,Centro 5,In-person,2024-11-25,15
PRO,Centro 4,In-person,2024-11-25,14
SEG,Centro 4,In-person,2024-11-25,14
VND,Centro 3,Online,2024-11-25,14
EXC,Centro 3,Hybrid,2024-11-25,13
LID,Centro 1,Online,2024-11-25,13
EXC,Centro 5,In-person,2024-11-25,12
EXC,Centro 1,Hybrid,2024-11-25,11
FOR,Centro 5,Hybrid,2024-11-25,11
HOT,Centro 5,In-person,2024-11-25,11
HOT,Centro 3,Hybrid,2024-11-25,10
MNT,Centro 3,In-person,2024-11-25,10
SST,Centro 5,In-person,2024-11-25,10
VND,Centro 5,In-person,2024-11-25,10
CYB,Centro 2,Hybrid,2024-11-25,9
LID,Centro 5,Online,2024-11-25,9
PBI,Centro 4,In-person,2024-11-25,9
PYT,Centro 2,In-person,2024-11-25,9
HCP,Centro 2,In-person,2024-11-25,8
ING,Centro 4,In-person,2024-11-25,8
LOG,Centro 2,In-person,2024-11-25,8
LOG,Centro 4,In-person,2024-11-25,8
PRI,Centro 1,In-person,2024-11-25,8
TUR,Centro 1,Hybrid,2024-11-25,8
HOT,Centro 2,In-person,2024-11-25,6
INF,Centro 2,In-person,2024-11-25,6
PRO,Centro 1,Hybrid,2024-11-25,6
SCI,Centro 5,In-person,2024-11-25,6
EMP,Centro 4,In-person,2024-11-25,5
GER,Centro 4,In-person,2024-11-25,5
HAC,Centro 1,In-person,2024-11-25,5
HAC,Centro 5,Hybrid,2024-11-25,5
MNT,Centro 5,In-person,2024-11-25,5
CYB,Centro 3,Online,2024-11-25,4
EMP,Centro 2,In-person,2024-11-25,4
EXC,Centro 1,In-person,2024-11-25,4
EXC,Centro 2,Online,2024-11-25,4
FOR,Centro 2,Online,2024-11-25,4
FOR,Centro 4,In-person,2024-11-25,4
GER,Centro 3,In-person,2024-11-25,4
HAC,Centro 4,In-person,2024-11-25,4
PBI,Centro 2,In-person,2024-11-25,4
SEG,Centro 1,Online,2024-11-25,4
VND,Centro 1,In-person,2024-11-25,4
EXC,Centro 1,Online,2024-11-25,3
EXC,Centro 2,In-person,2024-11-25,3
FOR,Centro 4,Online,2024-11-25,3
HCP,Centro 4,Hybrid,2024-11-25,3
LOG,Centro 1,Hybrid,2024-11-25,3
MNT,Centro 4,In-person,2024-11-25,3
PBI,Centro 4,Hybrid,2024-11-25,3
PYT,Centro 1,Hybrid,2024-11-25,3
EXC,Centro 5,Online,2024-11-25,2
FOR,Centro 2,Hybrid,2024-11-25,2
HAC,Centro 2,Online,2024-11-25,2
INF,Centro 3,In-person,2024-11-25,2
ING,Centro 1,Hybrid,2024-11-25,2
PBI,Centro 4,Online,2024-11-25,2
PRI,Centro 2,In-person,2024-11-25,2
SCI,Centro 3,In-person,2024-11-25,2
SEG,Centro 4,Hybrid,2024-11-25,2
SST,Centro 3,In-person,2024-11-25,2
SST,Centro 5,Hybrid,2024-11-25,2
CYB,Centro 1,Hybrid,2024-11-25,1
FOR,Centro 1,Online,2024-11-25,1
HCP,Centro 3,Hybrid,2024-11-25,1
LID,Centro 1,In-person,2024-11-25,1
PBI,Centro 1,In-person,2024-11-25,1
PBI,Centro 3,Hybrid,2024-11-25,1
PRI,Centro 5,In-person,2024-11-25,1
PYT,Centro 1,In-person,2024-11-25,1
SOC,Centro 3,In-person,2024-11-25,1
FOR,Centro 1,Online,2024-12-02,34
PYT,Centro 2,In-person,2024-12-02,30
PYT,Centro 2,Online,2024-12-02,28
SST,Centro 1,Online,2024-12-02,28
GER,Centro 3,Hybrid,2024-12-02,26
CYB,Centro 5,Online,2024-12-02,24
PBI,Centro 1,Online,2024-12-02,24
CYB,Centro 1,Hybrid,2024-12-02,23
SST,Centro 2,In-person,2024-12-02,23
ING,Centro 2,Online,2024-12-02,22
ING,Centro 4,Online,2024-12-02,21
CYB,Centro 4,Online,2024-12-02,18
INF,Centro 3,In-person,2024-12-02,18
VND,Centro 5,Online,2024-12-02,18
ING,Centro 4,In-person,2024-12-02,17
PBI,Centro 4,Hybrid,2024-12-02,17
SOC,Centro 5,Hybrid,2024-12-02,17
SOC,Centro 4,In-person,2024-12-02,16
SEG,Centro 1,In-person,2024-12-02,15
FOR,Centro 4,In-person,2024-12-02,14
TUR,Centro 5,In-person,2024-12-02,14
EXC,Centro 2,Hybrid,2024-12-02,13
GER,Centro 5,Hybrid,2024-12-02,13
INF,Centro 4,Hybrid,2024-12-02,13
SEG,Centro 1,Online,2024-12-02,13
PRO,Centro 4,Online,2024-12-02,12
PYT,Centro 2,Hybrid,2024-12-02,12
EXC,Centro 2,Online,2024-12-02,11
FOR,Centro 4,Hybrid,2024-12-02,11
HOT,Centro 3,Hybrid,2024-12-02,11
ING,Centro 2,Hybrid,2024-12-02,11
PYT,Centro 4,Online,2024-12-02,11
SCI,Centro 2,Hybrid,2024-12-02,11
GES,Centro 2,Online,2024-12-02,9
HAC,Centro 3,Hybrid,2024-12-02,9
HOT,Centro 2,Hybrid,2024-12-02,9
PRI,Centro 4,In-person,2024-12-02,9
PRO,Centro 5,Hybrid,2024-12-02,9
SCI,Centro 2,In-person,2024-12-02,9
SEG,Centro 2,In-person,2024-12-02,9
MNT,Centro 4,In-person,2024-12-02,8
SCI,Centro 1,In-person,2024-12-02,8
TUR,Centro 1,Hybrid,2024-12-02,8
TUR,Centro 1,In-person,2024-12-02,8
HCP,Centro 2,Hybrid,2024-12-02,7
PRO,Centro 1,Hybrid,2024-12-02,7
SEG,Centro 5,In-person,2024-12-02,7
EMP,Centro 5,In-person,2024-12-02,6
EXC,Centro 5,Hybrid,2024-12-02,6
FOR,Centro 5,In-person,2024-12-02,6
PRI,Centro 3,In-person,2024-12-02,6
PRO,Centro 3,In-person,2024-12-02,6
