action_id,course_id,local,start_date,end_date,modality,status,total_students
E_SEG_0574,SEG,Centro 5,2023-10-09,2023-10-14,Online,Finalizada,26
H_SOC_0242,SOC,Centro 5,2023-10-09,2023-10-14,Hybrid,Finalizada,19
E_GES_0315,GES,Centro 2,2023-10-09,2023-10-15,Online,Finalizada,27
E_GES_0317,GES,Centro 2,2023-10-09,2023-10-15,Online,Finalizada,20
E_CYB_0511,CYB,Centro 4,2023-10-09,2023-10-16,Online,Finalizada,27
E_EXC_0470,EXC,Centro 5,2023-10-09,2023-10-16,Online,Finalizada,18
P_GER_0433,GER,Centro 2,2023-10-09,2023-10-17,In-person,Finalizada,12
E_VND_0372,VND,Centro 2,2023-10-09,2023-10-17,Online,Finalizada,30
E_PYT_0346,PYT,Centro 4,2023-10-09,2023-10-19,Online,Finalizada,26
E_PYT_0339,PYT,Centro 2,2023-10-09,2023-10-20,Online,Finalizada,14
P_FOR_0349,FOR,Centro 4,2023-10-09,2023-10-21,In-person,Finalizada,16
E_ING_0290,ING,Centro 5,2023-10-09,2023-10-21,Online,Finalizada,26
P_HCP_0371,HCP,Centro 3,2023-10-10,2023-10-11,In-person,Finalizada,17
P_SCI_0362,SCI,Centro 5,2023-10-10,2023-10-11,In-person,Finalizada,21
P_CYB_0510,CYB,Centro 4,2023-10-10,2023-10-12,In-person,Finalizada,18
P_HAC_0394,HAC,Centro 3,2023-10-10,2023-10-12,In-person,Finalizada,13
P_PRI_0479,PRI,Centro 5,2023-10-10,2023-10-12,In-person,Finalizada,20
P_SST_0504,SST,Centro 1,2023-10-10,2023-10-12,In-person,Finalizada,22
P_INF_0371,INF,Centro 5,2023-10-10,2023-10-13,In-person,Finalizada,18
P_MNT_0385,MNT,Centro 5,2023-10-10,2023-10-13,In-person,Finalizada,18
P_HOT_0320,HOT,Centro 1,2023-10-10,2023-10-14,In-person,Finalizada,21
P_MNT_0383,MNT,Centro 4,2023-10-10,2023-10-14,In-person,Finalizada,8
P_PRO_0275,PRO,Centro 5,2023-10-10,2023-10-14,In-person,Finalizada,20
H_HOT_0321,HOT,Centro 2,2023-10-10,2023-10-15,Hybrid,Finalizada,21
E_CYB_0494,CYB,Centro 1,2023-10-10,2023-10-17,Online,Finalizada,21
E_CYB_0496,CYB,Centro 2,2023-10-10,2023-10-17,Online,Finalizada,26
E_PRO_0273,PRO,Centro 3,2023-10-10,2023-10-20,Online,Finalizada,26
H_SEG_0564,SEG,Centro 2,2023-10-11,2023-10-13,Hybrid,Finalizada,14
P_SST_0505,SST,Centro 2,2023-10-11,2023-10-13,In-person,Cancelada,3
H_HAC_0396,HAC,Centro 4,2023-10-11,2023-10-14,Hybrid,Finalizada,19
H_LID_0379,LID,Centro 2,2023-10-11,2023-10-16,Hybrid,Finalizada,21
E_CYB_0505,CYB,Centro 4,2023-10-11,2023-10-18,Online,Finalizada,20
E_PBI_0496,PBI,Centro 1,2023-10-11,2023-10-20,Online,Finalizada,23
E_PBI_0498,PBI,Centro 2,2023-10-11,2023-10-21,Online,Finalizada,28
P_HAC_0392,HAC,Centro 2,2023-10-12,2023-10-14,In-person,Finalizada,19
P_HOT_0324,HOT,Centro 5,2023-10-12,2023-10-15,In-person,Finalizada,23
H_TUR_0253,TUR,Centro 1,2023-10-12,2023-10-17,Hybrid,Finalizada,22
P_GER_0437,GER,Centro 3,2023-10-12,2023-10-19,In-person,Finalizada,15
P_HCP_0375,HCP,Centro 5,2023-10-16,2023-10-18,In-person,Finalizada,9
P_INF_0366,INF,Centro 4,2023-10-16,2023-10-18,In-person,Finalizada,15
P_LOG_0411,LOG,Centro 1,2023-10-16,2023-10-18,In-person,Finalizada,25
P_LOG_0414,LOG,Centro 2,2023-10-16,2023-10-18,In-person,Finalizada,12
P_PRI_0465,PRI,Centro 1,2023-10-16,2023-10-18,In-person,Finalizada,16
P_SCI_0353,SCI,Centro 1,2023-10-16,2023-10-18,In-person,Finalizada,13
P_SCI_0357,SCI,Centro 3,2023-10-16,2023-10-18,In-person,Finalizada,22
P_SEG_0572,SEG,Centro 5,2023-10-16,2023-10-18,In-person,Finalizada,16
P_TUR_0254,TUR,Centro 1,2023-10-16,2023-10-18,In-person,Finalizada,17
P_EMP_0312,EMP,Centro 5,2023-10-16,2023-10-19,In-person,Finalizada,14
P_MNT_0382,MNT,Centro 4,2023-10-16,2023-10-19,In-person,Finalizada,15
H_SCI_0358,SCI,Centro 4,2023-10-16,2023-10-19,Hybrid,Finalizada,24
H_VND_0373,VND,Centro 2,2023-10-16,2023-10-19,Hybrid,Finalizada,25
H_VND_0378,VND,Centro 4,2023-10-16,2023-10-19,Hybrid,Finalizada,25
H_INF_0368,INF,Centro 4,2023-10-16,2023-10-20,Hybrid,Finalizada,17
P_MNT_0379,MNT,Centro 2,2023-10-16,2023-10-20,In-person,Finalizada,21
H_SST_0506,SST,Centro 3,2023-10-16,2023-10-20,Hybrid,Finalizada,18
H_CYB_0497,CYB,Centro 2,2023-10-16,2023-10-21,Hybrid,Finalizada,16
H_CYB_0512,CYB,Centro 4,2023-10-16,2023-10-21,Hybrid,Finalizada,19
H_EXC_0461,EXC,Centro 2,2023-10-16,2023-10-21,Hybrid,Finalizada,29
H_GES_0319,GES,Centro 2,2023-10-16,2023-10-21,Hybrid,Finalizada,21
H_PYT_0345,PYT,Centro 4,2023-10-16,2023-10-23,Hybrid,Finalizada,27
P_GER_0440,GER,Centro 4,2023-10-16,2023-10-24,In-person,Finalizada,17
E_EXC_0457,EXC,Centro 1,2023-10-16,2023-10-25,Online,Finalizada,26
E_PRO_0270,PRO,Centro 1,2023-10-16,2023-10-26,Online,Finalizada,21
E_PYT_0337,PYT,Centro 2,2023-10-16,2023-10-26,Online,Finalizada,26
E_PYT_0348,PYT,Centro 4,2023-10-16,2023-10-26,Online,Finalizada,25
E_PYT_0341,PYT,Centro 2,2023-10-16,2023-10-27,Online,Finalizada,33
H_FOR_0346,FOR,Centro 3,2023-10-16,2023-11-02,Hybrid,Finalizada,25
P_SCI_0361,SCI,Centro 5,2023-10-17,2023-10-18,In-person,Finalizada,20
P_CYB_0514,CYB,Centro 5,2023-10-17,2023-10-19,In-person,Cancelada,0
P_EMP_0310,EMP,Centro 1,2023-10-17,2023-10-19,In-person,Finalizada,18
P_INF_0356,INF,Centro 2,2023-10-17,2023-10-19,In-person,Finalizada,17
P_PRI_0469,PRI,Centro 2,2023-10-17,2023-10-19,In-person,Finalizada,23
P_SCI_0352,SCI,Centro 1,2023-10-17,2023-10-19,In-person,Finalizada,19
P_INF_0363,INF,Centro 4,2023-10-17,2023-10-20,In-person,Finalizada,23
H_TUR_0255,TUR,Centro 3,2023-10-17,2023-10-20,Hybrid,Finalizada,20
H_INF_0364,INF,Centro 4,2023-10-17,2023-10-21,Hybrid,Finalizada,24
H_EXC_0469,EXC,Centro 5,2023-10-17,2023-10-22,Hybrid,Finalizada,17
P_ING_0287,ING,Centro 3,2023-10-17,2023-10-22,In-person,Finalizada,11
E_SEG_0562,SEG,Centro 1,2023-10-17,2023-10-22,Online,Finalizada,26
P_MNT_0381,MNT,Centro 4,2023-10-18,2023-10-22,In-person,Finalizada,21
H_EXC_0467,EXC,Centro 4,2023-10-18,2023-10-23,Hybrid,Finalizada,24
E_PYT_0343,PYT,Centro 2,2023-10-18,2023-10-29,Online,Finalizada,24
P_INF_0367,INF,Centro 4,2023-10-19,2023-10-21,In-person,Finalizada,16
P_VND_0371,VND,Centro 1,2023-10-19,2023-10-22,In-person,Finalizada,23
H_PYT_0344,PYT,Centro 4,2023-10-19,2023-10-25,Hybrid,Finalizada,23
P_GER_0439,GER,Centro 4,2023-10-19,2023-10-26,In-person,Cancelada,3
P_CYB_0506,CYB,Centro 4,2023-10-23,2023-10-25,In-person,Finalizada,27
P_HCP_0372,HCP,Centro 3,2023-10-23,2023-10-25,In-person,Finalizada,21
P_INF_0358,INF,Centro 2,2023-10-23,2023-10-25,In-person,Finalizada,11
H_PRI_0470,PRI,Centro 3,2023-10-23,2023-10-25,Hybrid,Finalizada,12
P_SST_0502,SST,Centro 1,2023-10-23,2023-10-25,In-person,Finalizada,14
H_LID_0377,LID,Centro 1,2023-10-23,2023-10-26,Hybrid,Finalizada,17
P_PRO_0272,PRO,Centro 2,2023-10-23,2023-10-26,In-person,Finalizada,17
P_SOC_0241,SOC,Centro 4,2023-10-23,2023-10-26,In-person,Finalizada,20
P_TUR_0252,TUR,Centro 1,2023-10-23,2023-10-26,In-person,Finalizada,16
H_CYB_0500,CYB,Centro 3,2023-10-23,2023-10-27,Hybrid,Finalizada,24
P_MNT_0384,MNT,Centro 5,2023-10-23,2023-10-27,In-person,Finalizada,16
H_HOT_0317,HOT,Centro 1,2023-10-23,2023-10-29,Hybrid,Finalizada,20
P_GER_0432,GER,Centro 1,2023-10-23,2023-10-30,In-person,Finalizada,23
E_CYB_0508,CYB,Centro 4,2023-10-23,2023-10-31,Online,Finalizada,22
E_PBI_0506,PBI,Centro 5,2023-10-23,2023-11-02,Online,Finalizada,28
P_HCP_0374,HCP,Centro 4,2023-10-24,2023-10-25,In-person,Finalizada,19
P_CYB_0507,CYB,Centro 4,2023-10-24,2023-10-27,In-person,Finalizada,21
H_SCI_0355,SCI,Centro 2,2023-10-24,2023-10-27,Hybrid,Finalizada,23
P_TUR_0257,TUR,Centro 4,2023-10-24,2023-10-27,In-person,Finalizada,22
H_HOT_0318,HOT,Centro 1,2023-10-24,2023-10-29,Hybrid,Finalizada,17
E_EXC_0464,EXC,Centro 3,2023-10-24,2023-10-31,Online,Finalizada,32
E_LID_0380,LID,Centro 5,2023-10-24,2023-11-01,Online,Finalizada,27
E_EXC_0466,EXC,Centro 4,2023-10-24,2023-11-02,Online,Finalizada,26
P_SEG_0570,SEG,Centro 4,2023-10-25,2023-10-26,In-person,Finalizada,15
P_HCP_0373,HCP,Centro 3,2023-10-25,2023-10-27,In-person,Finalizada,21
H_PRI_0473,PRI,Centro 3,2023-10-25,2023-10-29,Hybrid,Finalizada,16
P_GES_0318,GES,Centro 2,2023-10-26,2023-10-29,In-person,Finalizada,17
H_GES_0324,GES,Centro 5,2023-10-26,2023-10-29,Hybrid,Finalizada,18
P_SEG_0568,SEG,Centro 3,2023-10-30,2023-10-31,In-person,Cancelada,7
P_EMP_0311,EMP,Centro 3,2023-10-30,2023-11-01,In-person,Finalizada,18
P_GES_0316,GES,Centro 2,2023-10-30,2023-11-01,In-person,Finalizada,16
P_GES_0321,GES,Centro 4,2023-10-30,2023-11-01,In-person,Finalizada,15
H_HAC_0391,HAC,Centro 1,2023-10-30,2023-11-01,Hybrid,Finalizada,27
P_INF_0361,INF,Centro 3,2023-10-30,2023-11-01,In-person,Finalizada,13
P_LOG_0412,LOG,Centro 1,2023-10-30,2023-11-01,In-person,Finalizada,26
P_GES_0322,GES,Centro 4,2023-10-30,2023-11-02,In-person,Finalizada,10
H_HCP_0367,HCP,Centro 1,2023-10-30,2023-11-02,Hybrid,Finalizada,20
P_LOG_0417,LOG,Centro 5,2023-10-30,2023-11-02,In-person,Finalizada,21
P_LOG_0420,LOG,Centro 5,2023-10-30,2023-11-02,In-person,Finalizada,16
P_MNT_0378,MNT,Centro 1,2023-10-30,2023-11-02,In-person,Finalizada,15
P_MNT_0388,MNT,Centro 5,2023-10-30,2023-11-02,In-person,Finalizada,14
H_SEG_0566,SEG,Centro 3,2023-10-30,2023-11-02,Hybrid,Finalizada,20
H_SOC_0240,SOC,Centro 3,2023-10-30,2023-11-02,Hybrid,Finalizada,25
P_SST_0508,SST,Centro 5,2023-10-30,2023-11-02,In-person,Finalizada,22
H_EXC_0459,EXC,Centro 1,2023-10-30,2023-11-03,Hybrid,Finalizada,15
H_EXC_0468,EXC,Centro 5,2023-10-30,2023-11-03,Hybrid,Finalizada,13
P_HOT_0316,HOT,Centro 1,2023-10-30,2023-11-03,In-person,Finalizada,12
P_HOT_0323,HOT,Centro 5,2023-10-30,2023-11-03,In-person,Finalizada,23
H_LOG_0418,LOG,Centro 5,2023-10-30,2023-11-03,Hybrid,Cancelada,4
H_PRI_0463,PRI,Centro 1,2023-10-30,2023-11-03,Hybrid,Finalizada,27
H_SST_0501,SST,Centro 1,2023-10-30,2023-11-03,Hybrid,Finalizada,19
H_INF_0357,INF,Centro 2,2023-10-30,2023-11-04,Hybrid,Finalizada,22
P_ING_0286,ING,Centro 1,2023-10-30,2023-11-04,In-person,Finalizada,16
P_PYT_0338,PYT,Centro 2,2023-10-30,2023-11-04,In-person,Finalizada,20
P_GER_0434,GER,Centro 2,2023-10-30,2023-11-06,In-person,Finalizada,21
P_GER_0441,GER,Centro 5,2023-10-30,2023-11-06,In-person,Finalizada,15
E_VND_0381,VND,Centro 5,2023-10-30,2023-11-06,Online,Finalizada,27
P_GER_0436,GER,Centro 3,2023-10-30,2023-11-07,In-person,Finalizada,19
E_VND_0375,VND,Centro 2,2023-10-30,2023-11-07,Online,Finalizada,23
E_PRO_0271,PRO,Centro 1,2023-10-30,2023-11-08,Online,Cancelada,2
E_PYT_0336,PYT,Centro 1,2023-10-30,2023-11-10,Online,Finalizada,29
E_PYT_0349,PYT,Centro 5,2023-10-30,2023-11-10,Online,Finalizada,23
H_FOR_0345,FOR,Centro 2,2023-10-30,2023-11-18,Hybrid,Finalizada,25
P_INF_0369,INF,Centro 5,2023-10-31,2023-11-02,In-person,Finalizada,15
P_PRI_0472,PRI,Centro 3,2023-10-31,2023-11-02,In-person,Finalizada,15
P_LOG_0415,LOG,Centro 2,2023-10-31,2023-11-03,In-person,Finalizada,20
E_PBI_0501,PBI,Centro 4,2023-10-31,2023-11-10,Online,Finalizada,24
E_PBI_0502,PBI,Centro 4,2023-10-31,2023-11-11,Online,Finalizada,27
P_SCI_0366,SCI,Centro 3,2023-11-06,2023-11-07,In-person,Finalizada,14
H_SEG_0578,SEG,Centro 2,2023-11-06,2023-11-07,Hybrid,Finalizada,19
P_CYB_0522,CYB,Centro 4,2023-11-06,2023-11-08,In-person,Finalizada,15
P_EMP_0316,EMP,Centro 3,2023-11-06,2023-11-08,In-person,Finalizada,20
H_HAC_0403,HAC,Centro 4,2023-11-06,2023-11-08,Hybrid,Finalizada,15
P_HCP_0383,HCP,Centro 4,2023-11-06,2023-11-08,In-person,Finalizada,19
P_PRI_0490,PRI,Centro 5,2023-11-06,2023-11-08,In-person,Finalizada,23
P_TUR_0261,TUR,Centro 3,2023-11-06,2023-11-08,In-person,Finalizada,19
P_TUR_0263,TUR,Centro 4,2023-11-06,2023-11-08,In-person,Finalizada,15
P_EXC_0477,EXC,Centro 2,2023-11-06,2023-11-09,In-person,Finalizada,26
P_HOT_0326,HOT,Centro 1,2023-11-06,2023-11-09,In-person,Finalizada,15
P_INF_0374,INF,Centro 3,2023-11-06,2023-11-09,In-person,Finalizada,16
P_INF_0379,INF,Centro 5,2023-11-06,2023-11-09,In-person,Finalizada,17
P_INF_0380,INF,Centro 5,2023-11-06,2023-11-09,In-person,Finalizada,14
H_LID_0385,LID,Centro 2,2023-11-06,2023-11-09,Hybrid,Finalizada,20
P_LID_0389,LID,Centro 4,2023-11-06,2023-11-09,In-person,Cancelada,3
P_LOG_0421,LOG,Centro 1,2023-11-06,2023-11-09,In-person,Finalizada,14
P_MNT_0389,MNT,Centro 1,2023-11-06,2023-11-09,In-person,Finalizada,15
H_TUR_0259,TUR,Centro 2,2023-11-06,2023-11-09,Hybrid,Finalizada,18
P_TUR_0258,TUR,Centro 2,2023-11-06,2023-11-09,In-person,Finalizada,25
H_EXC_0484,EXC,Centro 4,2023-11-06,2023-11-10,Hybrid,Finalizada,19
H_EXC_0489,EXC,Centro 5,2023-11-06,2023-11-10,Hybrid,Finalizada,20
H_LOG_0431,LOG,Centro 5,2023-11-06,2023-11-10,Hybrid,Finalizada,22
P_MNT_0390,MNT,Centro 1,2023-11-06,2023-11-10,In-person,Finalizada,22
P_PRO_0277,PRO,Centro 2,2023-11-06,2023-11-10,In-person,Finalizada,8
H_INF_0375,INF,Centro 3,2023-11-06,2023-11-11,Hybrid,Finalizada,26
P_ING_0291,ING,Centro 1,2023-11-06,2023-11-11,In-person,Finalizada,11
H_PYT_0353,PYT,Centro 4,2023-11-06,2023-11-11,Hybrid,Finalizada,16
E_LID_0382,LID,Centro 1,2023-11-06,2023-11-12,Online,Finalizada,21
E_SST_0514,SST,Centro 2,2023-11-06,2023-11-12,Online,Finalizada,31
E_VND_0384,VND,Centro 2,2023-11-06,2023-11-12,Online,Finalizada,22
E_GES_0325,GES,Centro 1,2023-11-06,2023-11-13,Online,Finalizada,20
P_GER_0442,GER,Centro 1,2023-11-06,2023-11-14,In-person,Finalizada,11
E_EXC_0476,EXC,Centro 2,2023-11-06,2023-11-15,Online,Finalizada,20
E_EXC_0482,EXC,Centro 4,2023-11-06,2023-11-15,Online,Finalizada,19
P_FOR_0352,FOR,Centro 2,2023-11-06,2023-11-18,In-person,Finalizada,12
H_FOR_0353,FOR,Centro 2,2023-11-06,2023-11-24,Hybrid,Cancelada,5
P_HCP_0379,HCP,Centro 2,2023-11-07,2023-11-08,In-person,Finalizada,11
P_SEG_0581,SEG,Centro 3,2023-11-07,2023-11-08,In-person,Finalizada,13
P_INF_0378,INF,Centro 5,2023-11-07,2023-11-09,In-person,Finalizada,25
P_PRI_0488,PRI,Centro 5,2023-11-07,2023-11-09,In-person,Finalizada,14
P_SCI_0367,SCI,Centro 5,2023-11-07,2023-11-09,In-person,Finalizada,13
P_SEG_0582,SEG,Centro 4,2023-11-07,2023-11-09,In-person,Finalizada,23
H_EXC_0471,EXC,Centro 1,2023-11-07,2023-11-10,Hybrid,Finalizada,22
H_HAC_0400,HAC,Centro 2,2023-11-07,2023-11-10,Hybrid,Finalizada,21
H_INF_0377,INF,Centro 3,2023-11-07,2023-11-10,Hybrid,Finalizada,26
P_LID_0384,LID,Centro 2,2023-11-07,2023-11-10,In-person,Finalizada,23
P_LOG_0430,LOG,Centro 5,2023-11-07,2023-11-10,In-person,Cancelada,0
P_MNT_0395,MNT,Centro 5,2023-11-07,2023-11-10,In-person,Finalizada,16
P_SST_0516,SST,Centro 3,2023-11-07,2023-11-10,In-person,Finalizada,13
H_HCP_0378,HCP,Centro 2,2023-11-07,2023-11-11,Hybrid,Finalizada,16
P_HOT_0330,HOT,Centro 2,2023-11-07,2023-11-11,In-person,Finalizada,22
H_SST_0521,SST,Centro 4,2023-11-07,2023-11-11,Hybrid,Finalizada,22
H_SOC_0248,SOC,Centro 4,2023-11-07,2023-11-12,Hybrid,Finalizada,18
H_SST_0522,SST,Centro 5,2023-11-07,2023-11-12,Hybrid,Finalizada,14
E_CYB_0523,CYB,Centro 5,2023-11-07,2023-11-13,Online,Finalizada,26
P_GER_0450,GER,Centro 5,2023-11-07,2023-11-14,In-person,Finalizada,23
E_EXC_0485,EXC,Centro 4,2023-11-07,2023-11-16,Online,Finalizada,28
E_PBI_0524,PBI,Centro 5,2023-11-07,2023-11-16,Online,Finalizada,28
P_EXC_0474,EXC,Centro 1,2023-11-08,2023-11-11,In-person,Finalizada,20
H_SOC_0244,SOC,Centro 2,2023-11-08,2023-11-11,Hybrid,Finalizada,15
P_SOC_0245,SOC,Centro 3,2023-11-08,2023-11-11,In-person,Finalizada,22
P_PBI_0525,PBI,Centro 5,2023-11-08,2023-11-12,In-person,Finalizada,16
E_HAC_0397,HAC,Centro 1,2023-11-08,2023-11-13,Online,Finalizada,23
E_SST_0518,SST,Centro 3,2023-11-08,2023-11-14,Online,Finalizada,19
E_PYT_0351,PYT,Centro 2,2023-11-08,2023-11-19,Online,Finalizada,23
E_PYT_0354,PYT,Centro 4,2023-11-08,2023-11-20,Online,Finalizada,28
P_EMP_0317,EMP,Centro 5,2023-11-09,2023-11-12,In-person,Finalizada,19
P_EMP_0318,EMP,Centro 5,2023-11-09,2023-11-12,In-person,Cancelada,5
P_GER_0449,GER,Centro 4,2023-11-09,2023-11-16,In-person,Finalizada,19
E_EXC_0480,EXC,Centro 3,2023-11-09,2023-11-17,Online,Finalizada,26
P_PRI_0485,PRI,Centro 4,2023-11-13,2023-11-14,In-person,Finalizada,23
H_SEG_0576,SEG,Centro 2,2023-11-13,2023-11-14,Hybrid,Finalizada,26
H_SEG_0584,SEG,Centro 5,2023-11-13,2023-11-14,Hybrid,Finalizada,18
P_HAC_0404,HAC,Centro 5,2023-11-13,2023-11-15,In-person,Finalizada,21
P_LOG_0432,LOG,Centro 5,2023-11-13,2023-11-15,In-person,Finalizada,15
P_SOC_0243,SOC,Centro 1,2023-11-13,2023-11-15,In-person,Finalizada,18
H_CYB_0519,CYB,Centro 3,2023-11-13,2023-11-16,Hybrid,Finalizada,19
P_EXC_0492,EXC,Centro 5,2023-11-13,2023-11-16,In-person,Finalizada,16
P_GES_0327,GES,Centro 3,2023-11-13,2023-11-16,In-person,Finalizada,9
P_HOT_0336,HOT,Centro 5,2023-11-13,2023-11-16,In-person,Finalizada,18
P_LOG_0429,LOG,Centro 5,2023-11-13,2023-11-16,In-person,Finalizada,17
P_SOC_0246,SOC,Centro 3,2023-11-13,2023-11-16,In-person,Finalizada,12
P_SST_0510,SST,Centro 1,2023-11-13,2023-11-16,In-person,Finalizada,12
P_SST_0517,SST,Centro 3,2023-11-13,2023-11-16,In-person,Finalizada,14
P_VND_0382,VND,Centro 1,2023-11-13,2023-11-16,In-person,Finalizada,27
P_VND_0386,VND,Centro 3,2023-11-13,2023-11-16,In-person,Finalizada,12
H_EXC_0473,EXC,Centro 1,2023-11-13,2023-11-17,Hybrid,Finalizada,17
H_EXC_0483,EXC,Centro 4,2023-11-13,2023-11-17,Hybrid,Finalizada,28
H_HCP_0377,HCP,Centro 1,2023-11-13,2023-11-17,Hybrid,Finalizada,18
H_INF_0376,INF,Centro 3,2023-11-13,2023-11-17,Hybrid,Finalizada,21
P_MNT_0393,MNT,Centro 4,2023-11-13,2023-11-17,In-person,Finalizada,16
P_MNT_0396,MNT,Centro 5,2023-11-13,2023-11-17,In-person,Finalizada,13
P_PBI_0515,PBI,Centro 2,2023-11-13,2023-11-17,In-person,Cancelada,2
H_PBI_0526,PBI,Centro 5,2023-11-13,2023-11-17,Hybrid,Finalizada,25
H_PRI_0482,PRI,Centro 4,2023-11-13,2023-11-17,Hybrid,Finalizada,29
H_SST_0515,SST,Centro 3,2023-11-13,2023-11-17,Hybrid,Finalizada,25
H_EXC_0490,EXC,Centro 5,2023-11-13,2023-11-18,Hybrid,Finalizada,18
H_HOT_0328,HOT,Centro 1,2023-11-13,2023-11-18,Hybrid,Finalizada,19
H_HOT_0331,HOT,Centro 2,2023-11-13,2023-11-18,Hybrid,Finalizada,21
H_PBI_0509,PBI,Centro 1,2023-11-13,2023-11-18,Hybrid,Finalizada,15
E_CYB_0515,CYB,Centro 1,2023-11-13,2023-11-20,Online,Finalizada,19
E_EXC_0478,EXC,Centro 2,2023-11-13,2023-11-21,Online,Finalizada,25
E_EXC_0486,EXC,Centro 4,2023-11-13,2023-11-22,Online,Finalizada,23
E_PBI_0510,PBI,Centro 1,2023-11-13,2023-11-22,Online,Finalizada,23
E_FOR_0357,FOR,Centro 4,2023-11-13,2023-12-13,Online,Finalizada,23
E_FOR_0351,FOR,Centro 1,2023-11-13,2023-12-15,Online,Finalizada,28
P_INF_0373,INF,Centro 2,2023-11-14,2023-11-16,In-person,Finalizada,24
P_LID_0390,LID,Centro 5,2023-11-14,2023-11-16,In-person,Finalizada,16
P_LOG_0422,LOG,Centro 1,2023-11-14,2023-11-16,In-person,Finalizada,18
P_HOT_0327,HOT,Centro 1,2023-11-14,2023-11-17,In-person,Cancelada,2
P_SOC_0250,SOC,Centro 5,2023-11-14,2023-11-17,In-person,Finalizada,12
P_VND_0390,VND,Centro 5,2023-11-14,2023-11-17,In-person,Finalizada,16
P_PYT_0355,PYT,Centro 5,2023-11-14,2023-11-18,In-person,Finalizada,17
H_ING_0297,ING,Centro 2,2023-11-14,2023-11-19,Hybrid,Finalizada,23
H_ING_0299,ING,Centro 3,2023-11-14,2023-11-19,Hybrid,Finalizada,24
H_ING_0292,ING,Centro 1,2023-11-14,2023-11-21,Hybrid,Finalizada,17
E_ING_0295,ING,Centro 1,2023-11-14,2023-11-24,Online,Finalizada,23
E_ING_0298,ING,Centro 3,2023-11-14,2023-11-24,Online,Finalizada,21
E_FOR_0355,FOR,Centro 4,2023-11-14,2023-12-14,Online,Finalizada,21
P_HAC_0399,HAC,Centro 1,2023-11-15,2023-11-16,In-person,Finalizada,23
P_PRI_0481,PRI,Centro 2,2023-11-15,2023-11-17,In-person,Finalizada,15
P_PRI_0483,PRI,Centro 4,2023-11-15,2023-11-17,In-person,Finalizada,11
H_EXC_0493,EXC,Centro 5,2023-11-15,2023-11-18,Hybrid,Finalizada,21
E_HAC_0398,HAC,Centro 1,2023-11-15,2023-11-18,Online,Finalizada,24
P_LOG_0425,LOG,Centro 2,2023-11-15,2023-11-18,In-person,Finalizada,22
H_LOG_0426,LOG,Centro 2,2023-11-15,2023-11-19,Hybrid,Finalizada,19
H_SOC_0249,SOC,Centro 4,2023-11-15,2023-11-20,Hybrid,Finalizada,15
E_LID_0387,LID,Centro 4,2023-11-15,2023-11-21,Online,Finalizada,24
E_PBI_0516,PBI,Centro 2,2023-11-15,2023-11-24,Online,Finalizada,27
E_PBI_0514,PBI,Centro 2,2023-11-15,2023-11-26,Online,Finalizada,25
H_HCP_0381,HCP,Centro 4,2023-11-16,2023-11-18,Hybrid,Finalizada,17
H_CYB_0520,CYB,Centro 4,2023-11-16,2023-11-19,Hybrid,Finalizada,27
P_SOC_0247,SOC,Centro 4,2023-11-16,2023-11-19,In-person,Finalizada,17
H_GER_0444,GER,Centro 3,2023-11-16,2023-11-26,Hybrid,Finalizada,25
H_HAC_0402,HAC,Centro 3,2023-11-20,2023-11-21,Hybrid,Finalizada,24
P_PRI_0489,PRI,Centro 5,2023-11-20,2023-11-21,In-person,Finalizada,23
P_SCI_0365,SCI,Centro 3,2023-11-20,2023-11-21,In-person,Finalizada,17
P_SEG_0577,SEG,Centro 2,2023-11-20,2023-11-21,In-person,Finalizada,15
P_SEG_0586,SEG,Centro 5,2023-11-20,2023-11-21,In-person,Finalizada,18
P_EXC_0488,EXC,Centro 4,2023-11-20,2023-11-22,In-person,Finalizada,19
H_HCP_0382,HCP,Centro 4,2023-11-20,2023-11-22,Hybrid,Finalizada,17
P_PRI_0486,PRI,Centro 4,2023-11-20,2023-11-22,In-person,Finalizada,15
P_VND_0389,VND,Centro 5,2023-11-20,2023-11-22,In-person,Finalizada,18
H_EXC_0479,EXC,Centro 3,2023-11-20,2023-11-23,Hybrid,Finalizada,18
P_HOT_0329,HOT,Centro 1,2023-11-20,2023-11-23,In-person,Finalizada,8
P_HOT_0333,HOT,Centro 4,2023-11-20,2023-11-23,In-person,Finalizada,18
H_LID_0381,LID,Centro 1,2023-11-20,2023-11-23,Hybrid,Finalizada,18
P_LOG_0423,LOG,Centro 1,2023-11-20,2023-11-23,In-person,Finalizada,26
P_LOG_0428,LOG,Centro 5,2023-11-20,2023-11-23,In-person,Finalizada,11
P_PBI_0513,PBI,Centro 2,2023-11-20,2023-11-23,In-person,Finalizada,20
P_VND_0385,VND,Centro 2,2023-11-20,2023-11-23,In-person,Finalizada,17
H_LID_0388,LID,Centro 4,2023-11-20,2023-11-24,Hybrid,Finalizada,22
P_MNT_0392,MNT,Centro 3,2023-11-20,2023-11-24,In-person,Finalizada,18
H_PBI_0517,PBI,Centro 3,2023-11-20,2023-11-24,Hybrid,Finalizada,23
H_VND_0387,VND,Centro 4,2023-11-20,2023-11-25,Hybrid,Finalizada,17
H_ING_0300,ING,Centro 4,2023-11-20,2023-11-26,Hybrid,Finalizada,16
